(ompn) nightless@nightless-computer:~/Desktop/ompn$ ./tune_task_compile.sh 
Running study for task: wsws_static_symbolic
No study file found. Starting a new study.
[I 2025-05-23 20:40:20,746] A new study created in memory with name: no-name-3485e4fb-dea6-4972-9fe7-44e1a7e07d53
Task: wsws_static_symbolic
State size: 1087
Action size: 17
Max segments: 4
Skills: 2
[I 2025-05-23 20:44:09,558] Trial 0 finished with value: 0.37148 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.1, 'compile_batch_size': 128, 'compile_beta_z': 0.1, 'compile_beta_b': 0.01, 'compile_prior_rate': 10, 'hidden_size': 64}. Best is trial 0 with value: 0.37148.
[I 2025-05-26 13:06:34,797] Trial 127 finished with value: 0.4176 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.1, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 13:09:11,678] Trial 128 finished with value: 0.48538000000000003 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.001, 'compile_batch_size': 128, 'compile_beta_z': 1.0, 'compile_beta_b': 0.5, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 13:30:22,710] Trial 129 finished with value: 0.37958000000000003 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 10, 'hidden_size': 512}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 13:33:00,645] Trial 130 finished with value: 0.33776000000000006 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.5, 'compile_beta_b': 0.01, 'compile_prior_rate': 15, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 13:35:37,671] Trial 131 finished with value: 0.46084 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 13:38:15,328] Trial 132 finished with value: 0.4355 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 13:40:52,278] Trial 133 finished with value: 0.42504000000000003 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 13:43:30,515] Trial 134 finished with value: 0.50684 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 13:46:08,543] Trial 135 finished with value: 0.56018 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 13:48:46,866] Trial 136 finished with value: 0.5199200000000002 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 13:51:25,393] Trial 137 finished with value: 0.5315000000000001 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 13:54:03,868] Trial 138 finished with value: 0.47190000000000004 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 1.0, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 13:56:42,142] Trial 139 finished with value: 0.53736 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 13:59:18,861] Trial 140 finished with value: 0.42212000000000005 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.001, 'compile_batch_size': 128, 'compile_beta_z': 0.1, 'compile_beta_b': 0.1, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 14:01:56,603] Trial 141 finished with value: 0.55252 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 14:04:35,166] Trial 142 finished with value: 0.4869800000000001 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 14:07:13,417] Trial 143 finished with value: 0.5484 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 14:09:52,187] Trial 144 finished with value: 0.52288 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 14:12:30,380] Trial 145 finished with value: 0.51796 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 14:15:08,502] Trial 146 finished with value: 0.55138 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 14:17:46,887] Trial 147 finished with value: 0.53518 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 14:20:25,365] Trial 148 finished with value: 0.5197600000000001 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
[I 2025-05-26 14:23:03,379] Trial 149 finished with value: 0.4989800000000001 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 103 with value: 0.5654.
Study for task wsws_static_pixels completed.
Running study for task: wsws_static_pixels_big
No study file found. Starting a new study.
[I 2025-05-26 14:23:04,261] A new study created in memory with name: no-name-8b6ebe1a-0913-484b-813b-658ef534a836
Task: wsws_static_pixels_big
State size: 650
Action size: 17
Max segments: 4
Skills: 2
[I 2025-05-26 14:25:08,577] Trial 0 finished with value: 0.3456 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 256, 'compile_beta_z': 0.5, 'compile_beta_b': 0.01, 'compile_prior_rate': 10, 'hidden_size': 128}. Best is trial 0 with value: 0.3456.
[I 2025-05-26 14:29:39,172] Trial 1 finished with value: 0.37168000000000007 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.001, 'compile_batch_size': 256, 'compile_beta_z': 0.5, 'compile_beta_b': 0.01, 'compile_prior_rate': 10, 'hidden_size': 256}. Best is trial 1 with value: 0.37168000000000007.
[I 2025-05-26 15:37:06,504] Trial 2 finished with value: 0.3543 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.001, 'compile_batch_size': 256, 'compile_beta_z': 0.1, 'compile_beta_b': 0.1, 'compile_prior_rate': 10, 'hidden_size': 512}. Best is trial 1 with value: 0.37168000000000007.
[I 2025-05-26 15:49:36,443] Trial 3 finished with value: 0.31334 and parameters: {'compile_train_steps': 5000, 'compile_lr': 0.001, 'compile_batch_size': 256, 'compile_beta_z': 1.0, 'compile_beta_b': 1.0, 'compile_prior_rate': 15, 'hidden_size': 64}. Best is trial 1 with value: 0.37168000000000007.
[I 2025-05-26 15:51:01,988] Trial 4 finished with value: 0.27338 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.0001, 'compile_batch_size': 64, 'compile_beta_z': 0.5, 'compile_beta_b': 0.01, 'compile_prior_rate': 15, 'hidden_size': 256}. Best is trial 1 with value: 0.37168000000000007.
[I 2025-05-26 15:58:34,095] Trial 5 finished with value: 0.34331999999999996 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.1, 'compile_batch_size': 256, 'compile_beta_z': 1.0, 'compile_beta_b': 0.1, 'compile_prior_rate': 3, 'hidden_size': 64}. Best is trial 1 with value: 0.37168000000000007.
[I 2025-05-26 15:59:59,983] Trial 6 finished with value: 0.39102000000000003 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.1, 'compile_batch_size': 64, 'compile_beta_z': 0.01, 'compile_beta_b': 0.01, 'compile_prior_rate': 10, 'hidden_size': 256}. Best is trial 6 with value: 0.39102000000000003.
[I 2025-05-26 16:06:09,359] Trial 7 finished with value: 0.35756000000000004 and parameters: {'compile_train_steps': 3000, 'compile_lr': 0.0001, 'compile_batch_size': 128, 'compile_beta_z': 0.5, 'compile_beta_b': 0.01, 'compile_prior_rate': 10, 'hidden_size': 128}. Best is trial 6 with value: 0.39102000000000003.
[I 2025-05-26 16:58:56,478] Trial 8 finished with value: 0.37782000000000004 and parameters: {'compile_train_steps': 5000, 'compile_lr': 0.1, 'compile_batch_size': 128, 'compile_beta_z': 1.0, 'compile_beta_b': 1.0, 'compile_prior_rate': 3, 'hidden_size': 512}. Best is trial 6 with value: 0.39102000000000003.
[I 2025-05-26 16:59:40,122] Trial 9 finished with value: 0.37564 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.1, 'compile_batch_size': 64, 'compile_beta_z': 0.5, 'compile_beta_b': 0.01, 'compile_prior_rate': 15, 'hidden_size': 128}. Best is trial 6 with value: 0.39102000000000003.
[I 2025-05-26 17:01:04,406] Trial 10 finished with value: 0.39496000000000003 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.1, 'compile_batch_size': 64, 'compile_beta_z': 0.01, 'compile_beta_b': 0.5, 'compile_prior_rate': 10, 'hidden_size': 256}. Best is trial 10 with value: 0.39496000000000003.
[I 2025-05-26 17:02:29,762] Trial 11 finished with value: 0.38228 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.1, 'compile_batch_size': 64, 'compile_beta_z': 0.01, 'compile_beta_b': 0.5, 'compile_prior_rate': 10, 'hidden_size': 256}. Best is trial 10 with value: 0.39496000000000003.
[I 2025-05-26 17:03:55,004] Trial 12 finished with value: 0.40278 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.1, 'compile_batch_size': 64, 'compile_beta_z': 0.01, 'compile_beta_b': 0.5, 'compile_prior_rate': 10, 'hidden_size': 256}. Best is trial 12 with value: 0.40278.
[I 2025-05-26 17:05:20,133] Trial 13 finished with value: 0.36032000000000003 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.1, 'compile_batch_size': 64, 'compile_beta_z': 0.01, 'compile_beta_b': 0.5, 'compile_prior_rate': 10, 'hidden_size': 256}. Best is trial 12 with value: 0.40278.
[I 2025-05-26 17:06:44,006] Trial 14 finished with value: 0.41062000000000004 and parameters: {'compile_train_steps': 500, 'compile_lr': 0.1, 'compile_batch_size': 64, 'compile_beta_z': 0.01, 'compile_beta_b': 0.5, 'compile_prior_rate': 10, 'hidden_size': 256}. Best is trial 14 with value: 0.41062000000000004.
^CTraceback (most recent call last):
  File "optuna_study_compile.py", line 136, in <module>
    callbacks=[lambda study, trial: save_study_progress(study, directory, args.task)]
  File "/home/nightless/anaconda3/envs/ompn/lib/python3.6/site-packages/optuna/study/study.py", line 409, in optimize
    show_progress_bar=show_progress_bar,
  File "/home/nightless/anaconda3/envs/ompn/lib/python3.6/site-packages/optuna/study/_optimize.py", line 76, in _optimize
    progress_bar=progress_bar,
  File "/home/nightless/anaconda3/envs/ompn/lib/python3.6/site-packages/optuna/study/_optimize.py", line 163, in _optimize_sequential
    trial = _run_trial(study, func, catch)
  File "/home/nightless/anaconda3/envs/ompn/lib/python3.6/site-packages/optuna/study/_optimize.py", line 213, in _run_trial
    value_or_values = func(trial)
  File "optuna_study_compile.py", line 134, in <lambda>
    lambda trial: objective(trial, args),
  File "optuna_study_compile.py", line 61, in objective
    check=True
  File "/home/nightless/anaconda3/envs/ompn/lib/python3.6/subprocess.py", line 425, in run
    stdout, stderr = process.communicate(input, timeout=timeout)
  File "/home/nightless/anaconda3/envs/ompn/lib/python3.6/subprocess.py", line 863, in communicate
    stdout, stderr = self._communicate(input, endtime, timeout)
  File "/home/nightless/anaconda3/envs/ompn/lib/python3.6/subprocess.py", line 1534, in _communicate
    ready = selector.select(timeout)
  File "/home/nightless/anaconda3/envs/ompn/lib/python3.6/selectors.py", line 376, in select
    fd_event_list = self._poll.poll(timeout)
KeyboardInterrupt
Study for task wsws_static_pixels_big completed.
./tune_task_compile.sh: line 25: one: command not found
Total time for all studies: 247101 seconds
(ompn) nightless@nightless-computer:~/Desktop/ompn$ tmux capture-pane -J -S -100000 \; save-buffer tmux_output_tunelog.txt \; delete-buffer                                                             

